t	x	y	theta	v	omega	v	omega
7.417	3.56066	-0.056081	0.271171	0.499956	0.425038	0.5	0.47124
7.439	3.57125	-0.053087	0.28063	0.49995	0.437084	0.5	0.47124
7.461	3.5818	-0.0499921	0.29019	0.499932	0.431998	0.5	0.47124
7.483	3.59233	-0.0467969	0.299684	0.499977	0.431202	0.5	0.47124
7.506	3.6033	-0.0433497	0.309637	0.499946	0.433403	0.5	0.49742
7.529	3.61424	-0.0397915	0.320017	0.499997	0.455092	0.5	0.49742
7.551	3.62513	-0.0361186	0.330627	0.499932	0.458858	0.5	0.49742
7.575	3.63599	-0.0323303	0.341178	0.500214	0.45835	0.5	0.49742
7.598	3.64681	-0.0284281	0.351725	0.499984	0.458976	0.5	0.5236
7.622	3.65805	-0.0242335	0.36298	0.4999	0.478925	0.5	0.5236
7.646	3.66925	-0.0199107	0.374636	0.500037	0.489045	0.5	0.5236
7.67	3.68039	-0.0154573	0.386281	0.499903	0.48444	0.5	0.5236
7.694	3.69148	-0.0108742	0.397926	0.500003	0.48436	0.5	0.5236
7.719	3.70297	-0.0059633	0.410244	0.500037	0.507609	0.5	0.5236
7.744	3.71441	-0.000907867	0.423035	0.499865	0.514829	0.5	0.5236
7.769	3.72577	0.00429386	0.435812	0.49994	0.509879	0.5	0.5236
7.795	3.73752	0.00985676	0.449104	0.500371	0.51146	0.5	0.5236
7.821	3.7492	0.0155753	0.462401	0.499936	0.511375	0.5	0.5236
7.847	3.76079	0.021449	0.475696	0.499849	0.511276	0.5	0.5236
7.874	3.77275	0.0277111	0.489499	0.499951	0.510316	0.5	0.5236
7.902	3.78506	0.0343786	0.5038	0.500049	0.511278	0.5	0.5236
7.93	3.79728	0.0412214	0.518116	0.500387	0.511289	0.5	0.5236
7.959	3.80982	0.0484919	0.53292	0.500068	0.511272	0.5	0.5236
7.989	3.82269	0.0562081	0.548258	0.500067	0.511253	0.5	0.5236
8.02	3.83585	0.0643878	0.564083	0.500079	0.511141	0.5	0.5236
8.052	3.8493	0.0730491	0.580445	0.499967	0.511215	0.5	0.5236
8.085	3.86303	0.0822098	0.597316	0.499843	0.511216	0.5	0.5236
8.118	3.877	0.0918888	0.614696	0.499918	0.511065	0.5	0.5236
8.155	3.89161	0.102401	0.633099	0.500356	0.511249	0.5	0.5236
8.193	3.90682	0.113786	0.652523	0.499884	0.51127	0.5	0.5236
8.234	3.92298	0.126399	0.673484	0.499863	0.511225	0.5	0.5236
8.279	3.94041	0.140629	0.696487	0.499841	0.51109	0.5	0.5236
8.33	3.96014	0.157567	0.723067	0.500031	0.510926	0.5	0.5236
8.397	3.98488	0.180153	0.757309	0.499859	0.510914	0.5	0.5236
8.498	4.02033	0.215405	0.808415	0.500022	0.510806	0.5	0.5236
8.599	4.05425	0.252801	0.860016	0.499995	0.511695	0.5	0.5236
8.699	4.0859	0.291502	0.91113	0.499889	0.511925	0.5	0.5236
8.801	4.1161	0.332591	0.963269	0.499939	0.510224	0.5	0.5236
8.901	4.1436	0.374348	1.01438	0.499956	0.510467	0.5	0.5236
9.001	4.16892	0.417455	1.06549	0.499954	0.512095	0.5	0.49742
9.101	4.192	0.4618	1.11659	0.499998	0.51148	0.5	0.47124
9.202	4.21304	0.507703	1.1658	0.500023	0.48358	0.5	0.44506
9.303	4.23186	0.554562	1.2124	0.499896	0.458964	0.5	0.41888
9.404	4.24853	0.602225	1.25628	0.499872	0.432671	0.5	0.3927
9.504	4.26303	0.650073	1.29719	0.500392	0.406426	0.5	0.36652
9.604	4.27562	0.698457	1.33536	0.49991	0.379849	0.5	0.34034
9.705	4.28652	0.747765	1.37133	0.49991	0.354012	0.5	0.31416
9.806	4.29571	0.797419	1.40457	0.499958	0.328603	0.5	0.28798
9.906	4.30324	0.846847	1.43484	0.499973	0.30087	0.5	0.2618
10.007	4.30938	0.896969	1.46284	0.500043	0.276054	0.5	0.23562
10.108	4.31419	0.947238	1.48812	0.49986	0.249479	0.5	0.20944
10.208	4.31777	0.997109	1.5105	0.500275	0.223182	0.5	0.18326
10.309	4.32031	1.04754	1.53048	0.499956	0.196832	0.5	0.15708
10.409	4.3219	1.09752	1.54756	0.499953	0.171361	0.5	0.1309
10.51	4.32271	1.14801	1.56219	0.500144	0.144189	0.5	0.10472
10.611	4.32284	1.19851	1.57416	0.499993	0.0940426	0.5	0.07854
10.711	4.32245	1.24851	1.58335	0.499879	0.0746008	0.5	0.05236
10.813	4.32163	1.2995	1.59012	0.500067	0.0446668	0.5	0.02618
10.914	4.32055	1.34999	1.59409	0.499932	0.0158372	0.5	6.93889e-18
11.015	4.31934	1.40047	1.59536	0.500002	-0.00881075	0.5	6.93889e-18
11.115	4.31815	1.45046	1.59414	0.49999	-0.0123178	0.5	6.93889e-18
11.215	4.31701	1.50045	1.59289	0.49995	-0.0122728	0.5	6.93889e-18
11.315	4.31593	1.55044	1.59166	0.500047	-0.012395	0.5	6.93889e-18
11.415	4.31492	1.60042	1.59043	0.499933	-0.0124561	0.5	6.93889e-18
11.516	4.31396	1.65092	1.58918	0.50005	-0.0125951	0.5	6.93889e-18
11.618	4.31306	1.70191	1.58792	0.499988	-0.0122532	0.5	6.93889e-18
11.718	4.31223	1.7519	1.58668	0.49998	-0.0123737	0.5	6.93889e-18
11.818	4.31147	1.8019	1.58545	0.499999	-0.0123697	0.5	6.93889e-18
11.918	4.31077	1.85189	1.58421	0.499945	-0.0123942	0.5	6.93889e-18
12.019	4.31012	1.90239	1.58296	0.500056	-0.0125544	0.5	6.93889e-18
12.12	4.30954	1.95288	1.58172	0.499994	-0.0123395	0.5	6.93889e-18
12.22	4.30902	2.00288	1.58047	0.499968	-0.0123423	0.5	6.93889e-18
12.321	4.30856	2.05338	1.57923	0.500004	-0.0122592	0.5	6.93889e-18
12.421	4.30817	2.10338	1.57799	0.499987	-0.0123503	0.5	6.93889e-18
12.522	4.30784	2.15388	1.57675	0.499996	-0.0125339	0.5	6.93889e-18
12.623	4.30757	2.20437	1.5755	0.499986	-0.0117535	0.5	6.93889e-18
12.723	4.30736	2.25437	1.57426	0.499984	-0.0128982	0.5	6.93889e-18
12.824	4.30722	2.30487	1.57302	0.499989	-0.0119841	0.5	6.93889e-18
12.925	4.30714	2.35537	1.57178	0.500047	-0.0125531	0.5	6.93889e-18
13.026	4.30712	2.40587	1.57053	0.499939	-0.0123911	0.5	6.93889e-18
13.126	4.30717	2.45587	1.56929	0.500007	-0.0119658	0.5	6.93889e-18
13.226	4.30727	2.50587	1.56806	0.500004	-0.0125085	0.5	6.93889e-18
13.327	4.30744	2.55637	1.5668	0.500001	-0.0120219	0.5	6.93889e-18
13.429	4.30768	2.60737	1.56555	0.500063	-0.012212	0.5	6.93889e-18
13.529	4.30797	2.65737	1.56431	0.499935	-0.01231	0.5	6.93889e-18
13.629	4.30832	2.70737	1.56308	0.500049	-0.0120971	0.5	6.93889e-18
13.729	4.30874	2.75737	1.56185	0.500004	-0.0126673	0.5	6.93889e-18
13.83	4.30922	2.80787	1.5606	0.500036	-0.0118397	0.5	6.93889e-18
13.931	4.30977	2.85836	1.55935	0.500044	-0.0125433	0.5	6.93889e-18
14.031	4.31037	2.90836	1.55812	0.499945	-0.0122882	0.5	6.93889e-18
14.132	4.31104	2.95886	1.55687	0.500051	-0.0124693	0.5	6.93889e-18
14.232	4.31177	3.00885	1.55563	0.499988	-0.0126464	0.5	6.93889e-18
14.333	4.31257	3.05934	1.55438	0.500036	-0.0118418	0.5	6.93889e-18
14.434	4.31343	3.10984	1.55313	0.500028	-0.012802	0.5	6.93889e-18
14.534	4.31434	3.15983	1.5519	0.49995	-0.0120599	0.5	6.93889e-18
14.635	4.31533	3.21032	1.55065	0.500066	-0.0128301	0.5	6.93889e-18
14.736	4.31638	3.26081	1.5494	0.49988	-0.0123734	0.5	6.93889e-18
14.836	4.31748	3.3108	1.54816	0.500049	-0.0120214	0.5	6.93889e-18
14.937	4.31865	3.36128	1.54692	0.49999	-0.0125909	0.5	6.93889e-18
15.038	4.3199	3.41227	1.54565	0.499968	-0.011977	0.5	6.93889e-18
15.139	4.32119	3.46225	1.54442	0.500098	-0.0127984	0.5	6.93889e-18
15.239	4.32254	3.51223	1.54319	0.499882	-0.0122444	0.5	6.93889e-18
15.339	4.32395	3.56221	1.54194	0.500101	-0.0124566	0.5	6.93889e-18
15.441	4.32545	3.61319	1.54068	0.4999	-0.0124137	0.5	6.93889e-18
15.541	4.32699	3.66317	1.53943	0.500014	-0.0128248	0.5	6.93889e-18
15.641	4.32859	3.71314	1.5382	0.500057	-0.0119759	0.5	6.93889e-18
15.742	4.33026	3.76361	1.53695	0.499885	-0.012353	0.5	6.93889e-18
15.842	4.33199	3.81358	1.53572	0.500112	-0.0123127	0.5	6.93889e-18
15.949	4.3339	3.86705	1.53439	0.50006	-0.0125694	0.5	6.93889e-18
16.05	4.33577	3.91751	1.53314	0.499989	-0.0120514	0.5	0.02618
16.15	4.33767	3.96748	1.53284	0.500015	0.0132145	0.5	0.05236
16.251	4.33954	4.01794	1.53515	0.500058	0.04035	0.5	0.07854
16.351	4.34122	4.06792	1.54024	0.499898	0.0655288	0.5	0.10472
16.452	4.34258	4.1184	1.54793	0.500139	0.0920678	0.5	0.1309
16.553	4.34349	4.16889	1.55836	0.499898	0.118381	0.5	0.15708
16.653	4.34381	4.21889	1.57133	0.500035	0.146274	0.5	0.18326
16.754	4.34341	4.26939	1.58712	0.499992	0.171226	0.5	0.20944
16.854	4.34216	4.31937	1.60531	0.499999	0.196656	0.5	0.23562
16.955	4.3399	4.36982	1.62641	0.499927	0.222481	0.5	0.2618
17.058	4.33644	4.4212	1.6507	0.500035	0.249142	0.5	0.28798
17.158	4.33182	4.47099	1.6768	0.50003	0.275262	0.5	0.31416
17.258	4.32584	4.52063	1.70562	0.499869	0.301075	0.5	0.34034
17.358	4.31837	4.57006	1.73703	0.500254	0.327621	0.5	0.36652
17.458	4.30928	4.61923	1.77093	0.499911	0.353374	0.5	0.3927
17.559	4.29836	4.66853	1.80798	0.499968	0.379188	0.5	0.41888
17.659	4.28568	4.71689	1.84722	0.499963	0.407204	0.5	0.44506
17.76	4.2709	4.76518	1.88951	0.500204	0.4329	0.5	0.47124
17.861	4.25403	4.81277	1.93449	0.500024	0.457299	0.5	0.49742
17.961	4.23518	4.85908	1.98169	0.499947	0.485098	0.5	0.5236
18.062	4.21388	4.90486	2.03197	0.499877	0.511425	0.5	0.5236
18.162	4.1905	4.94905	2.0831	0.49995	0.511153	0.5	0.5236
18.263	4.16464	4.99242	2.13475	0.500396	0.511349	0.5	0.5236
18.365	4.13628	5.0348	2.18689	0.499993	0.51127	0.5	0.5236
18.466	4.10605	5.07525	2.23852	0.499887	0.511219	0.5	0.5236
18.566	4.07411	5.11371	2.28966	0.499912	0.512158	0.5	0.5236
18.666	4.04025	5.15049	2.34077	0.500326	0.510749	0.5	0.5236
18.766	4.00455	5.18549	2.39187	0.499918	0.510814	0.5	0.5236
18.829	3.98116	5.20658	2.42406	0.50029	0.510469	0.5	0.5236
18.879	3.96212	5.22278	2.4496	0.499969	0.510427	0.5	0.5236
18.923	3.94503	5.23663	2.4721	0.500274	0.511511	0.5	0.5236
18.964	3.92882	5.24919	2.49305	0.499991	0.511766	0.5	0.5236
18.999	3.91358	5.26052	2.51247	0.499935	0.510279	0.5	0.5236
19.038	3.89893	5.27099	2.53088	0.499972	0.511275	0.5	0.5236
19.072	3.88492	5.28062	2.54825	0.499976	0.511873	0.5	0.5236
19.105	3.87116	5.28973	2.56512	0.499948	0.510785	0.5	0.5236
19.136	3.85811	5.29808	2.58095	0.499946	0.511992	0.5	0.5236
19.166	3.84534	5.30596	2.59629	0.499975	0.510744	0.5	0.5236
19.196	3.83246	5.31364	2.61162	0.49996	0.511965	0.5	0.5236
19.225	3.8199	5.32088	2.62645	0.500004	0.510595	0.5	0.5236
19.253	3.80767	5.3277	2.64076	0.500034	0.511869	0.5	0.5236
19.279	3.79578	5.3341	2.65457	0.49998	0.510428	0.5	0.5236
19.307	3.78381	5.34034	2.66836	0.499884	0.511292	0.5	0.49742
19.333	3.7722	5.34619	2.68166	0.499881	0.510265	0.5	0.49742
19.358	3.76052	5.35189	2.69494	0.500049	0.511322	0.5	0.49742
19.385	3.74876	5.35743	2.70824	0.499992	0.511595	0.5	0.47124
19.41	3.73738	5.3626	2.72097	0.499831	0.495588	0.5	0.47124
19.435	3.72594	5.36764	2.73325	0.500034	0.480935	0.5	0.47124
19.457	3.71398	5.37273	2.7458	0.500049	0.484153	0.5	0.44506
19.485	3.70288	5.3773	2.75744	0.49986	0.485428	0.5	0.44506
19.504	3.69173	5.38173	2.76909	0.50035	0.485154	0.5	0.44506
19.533	3.68053	5.38604	2.78019	0.499976	0.457957	0.5	0.44506
19.556	3.66975	5.39005	2.7907	0.499912	0.459306	0.5	0.44506
19.577	3.65846	5.39412	2.80172	0.500038	0.458968	0.5	0.44506
19.603	3.6476	5.39789	2.81228	0.499842	0.458827	0.5	0.41888
19.626	3.6367	5.40156	2.82249	0.500079	0.432562	0.5	0.41888
19.649	3.62577	5.40512	2.8324	0.499856	0.430368	0.5	0.41888
19.672	3.61479	5.40856	2.84236	0.500082	0.433329	0.5	0.3927
19.694	3.60427	5.41176	2.85188	0.499854	0.432542	0.5	0.3927
19.716	3.59371	5.41485	2.86131	0.500068	0.405011	0.5	0.3927
19.738	3.58313	5.41785	2.87022	0.499862	0.404602	0.5	0.3927
19.76	3.57252	5.42075	2.87914	0.500015	0.407003	0.5	0.3927
19.782	3.56188	5.42356	2.88808	0.499902	0.406109	0.5	0.3927
19.804	3.55122	5.42628	2.89703	0.499981	0.407464	0.5	0.36652
19.826	3.54054	5.42889	2.90567	0.500003	0.382394	0.5	0.36652
19.848	3.52984	5.43142	2.914	0.499935	0.376865	0.5	0.36652
19.87	3.51911	5.43386	2.92237	0.500243	0.381777	0.5	0.36652
19.891	3.50885	5.43611	2.93036	0.499898	0.380259	0.5	0.34034
19.912	3.49858	5.43827	2.93834	0.500263	0.379648	0.5	0.34034
19.933	3.48829	5.44035	2.94581	0.499946	0.354707	0.5	0.34034
19.953	3.47798	5.44236	2.9532	0.499981	0.353991	0.5	0.34034
19.975	3.46766	5.44429	2.96063	0.499994	0.355022	0.5	0.31416
19.996	3.45732	5.44614	2.96809	0.499917	0.353915	0.5	0.31416
20.017	3.44698	5.44792	2.97541	0.500008	0.327999	0.5	0.31416
20.038	3.43661	5.44962	2.98229	0.499987	0.325978	0.5	0.31416
20.059	3.42624	5.45125	2.98915	0.499966	0.328711	0.5	0.31416
20.079	3.41586	5.45281	2.99605	0.499958	0.327124	0.5	0.31416
20.101	3.40546	5.4543	3.00293	0.499981	0.328559	0.5	0.28798
20.122	3.39506	5.45572	3.00959	0.499957	0.30265	0.5	0.28798
20.143	3.38465	5.45707	3.0159	0.499999	0.298205	0.5	0.28798
20.164	3.37423	5.45835	3.02222	0.499989	0.302822	0.5	0.28798
20.185	3.3638	5.45957	3.02857	0.499934	0.302457	0.5	0.2618
20.205	3.35336	5.46072	3.0349	0.500031	0.300759	0.5	0.2618
20.227	3.34292	5.46181	3.04085	0.499904	0.274817	0.5	0.2618
20.248	3.33247	5.46284	3.04661	0.500016	0.273961	0.5	0.2618
20.269	3.32201	5.46381	3.05239	0.500148	0.275215	0.5	0.2618
20.29	3.31155	5.46471	3.05817	0.499902	0.275814	0.5	0.23562
20.311	3.30109	5.46556	3.06397	0.500052	0.27582	0.5	0.23562
20.332	3.29062	5.46635	3.06933	0.499912	0.253483	0.5	0.23562
20.353	3.28014	5.46708	3.07451	0.49995	0.246066	0.5	0.23562
20.374	3.26966	5.46776	3.07976	0.500087	0.248951	0.5	0.20944
20.394	3.25918	5.46838	3.08499	0.499878	0.249414	0.5	0.20944
20.416	3.2487	5.46895	3.09014	0.500011	0.22206	0.5	0.20944
20.437	3.23821	5.46946	3.0948	0.500034	0.221255	0.5	0.20944
20.458	3.22772	5.46993	3.09946	0.499893	0.223837	0.5	0.20944
20.479	3.21723	5.47035	3.10416	0.500098	0.223116	0.5	0.20944
20.499	3.20674	5.47072	3.10884	0.49992	0.222991	0.5	0.18326
20.521	3.19624	5.47104	3.11334	0.499962	0.199451	0.5	0.18326
20.542	3.18574	5.47132	3.11748	0.500096	0.193982	0.5	0.18326
20.56	3.17525	5.47155	3.12158	0.499896	0.197265	0.5	0.18326
20.58	3.16425	5.47175	3.12593	0.500058	0.197883	0.5	0.15708
20.606	3.15375	5.47189	3.13007	0.499991	0.196833	0.5	0.15708
20.627	3.14325	5.47199	3.13386	0.499944	0.172347	0.5	0.15708
20.647	3.13325	5.47205	3.13726	0.50005	0.168693	0.5	0.15708
20.668	3.12275	5.47208	3.14084	0.49999	0.171297	0.5	0.15708
20.689	3.11225	5.47207	-3.13876	0.499986	0.170347	0.5	0.15708
20.71	3.10175	5.47202	-3.13517	0.499966	0.171354	0.5	0.1309
20.731	3.09125	5.47194	-3.13207	0.49996	0.143736	0.5	0.1309
20.748	3.08075	5.47182	-3.12908	0.499995	0.142073	0.5	0.1309
20.773	3.07025	5.47168	-3.12605	0.500004	0.144606	0.5	0.10472
20.794	3.05976	5.4715	-3.123	0.500014	0.143995	0.5	0.10472
20.815	3.04926	5.47129	-3.12002	0.499935	0.122126	0.5	0.10472
20.836	3.03876	5.47105	-3.11747	0.500109	0.115918	0.5	0.10472
20.857	3.02826	5.47078	-3.11502	0.500066	0.118868	0.5	0.10472
20.878	3.01777	5.47049	-3.11253	0.499941	0.118641	0.5	0.07854
20.899	3.00727	5.47018	-3.11004	0.500064	0.118775	0.5	0.07854
20.92	2.99678	5.46983	-3.10772	0.499904	0.0932326	0.5	0.07854
20.941	2.98629	5.46947	-3.10579	0.500015	0.0896985	0.5	0.07854
20.962	2.97579	5.46908	-3.10388	0.500133	0.0930696	0.5	0.07854
20.983	2.9653	5.46868	-3.10193	0.499882	0.0923893	0.5	0.07854
21.004	2.95481	5.46825	-3.09999	0.500031	0.0922502	0.5	0.05236
21.024	2.94432	5.4678	-3.09836	0.500017	0.0670973	0.5	0.05236
21.046	2.93383	5.46734	-3.09699	0.499919	0.0635726	0.5	0.05236
21.067	2.92334	5.46687	-3.09561	0.500088	0.0667005	0.5	0.05236
21.088	2.91285	5.46638	-3.09422	0.499917	0.0662687	0.5	0.02618
21.109	2.90236	5.46588	-3.09283	0.499949	0.0659697	0.5	0.02618
21.13	2.89188	5.46536	-3.09192	0.50011	0.0384272	0.5	0.02618
21.151	2.88139	5.46483	-3.09111	0.499916	0.0381027	0.5	0.02618
21.172	2.8709	5.4643	-3.09027	0.499998	0.0404093	0.5	6.93889e-18
21.193	2.86042	5.46376	-3.08944	0.500082	0.0396301	0.5	6.93889e-18
21.214	2.84993	5.4632	-3.08861	0.499916	0.0126186	0.5	6.93889e-18
21.235	2.83945	5.46265	-3.08835	0.500066	0.0114799	0.5	6.93889e-18
21.255	2.82896	5.46209	-3.0881	0.500001	0.0148021	0.5	6.93889e-18
21.277	2.81848	5.46152	-3.08779	0.499937	0.0139632	0.5	6.93889e-18
21.296	2.80799	5.46096	-3.0875	0.500013	0.0133479	0.5	6.93889e-18
21.319	2.79751	5.46039	-3.08738	0.500028	-0.0133164	0.5	6.93889e-18
21.34	2.78702	5.45982	-3.08767	0.500018	-0.0138784	0.5	6.93889e-18
21.361	2.77654	5.45926	-3.08794	0.499972	-0.0122032	0.5	6.93889e-18
21.382	2.76605	5.4587	-3.0882	0.500061	-0.0124129	0.5	6.93889e-18
21.4	2.75557	5.45814	-3.08846	0.499989	-0.0121414	0.5	6.93889e-18
21.424	2.74508	5.45758	-3.08872	0.499939	-0.012163	0.5	6.93889e-18
21.445	2.7346	5.45703	-3.08898	0.500073	-0.0125485	0.5	6.93889e-18
21.466	2.72411	5.45648	-3.08923	0.499941	-0.0121643	0.5	6.93889e-18
21.487	2.71363	5.45593	-3.08949	0.499959	-0.0121969	0.5	6.93889e-18
21.508	2.70314	5.45538	-3.08975	0.500106	-0.0127327	0.5	6.93889e-18
21.529	2.69265	5.45484	-3.09002	0.499894	-0.0123808	0.5	6.93889e-18
21.55	2.68217	5.4543	-3.09027	0.5	-0.0122898	0.5	6.93889e-18
21.571	2.67168	5.45376	-3.09054	0.500073	-0.0124725	0.5	6.93889e-18
21.592	2.66119	5.45323	-3.09079	0.499886	-0.0122811	0.5	6.93889e-18
21.613	2.65071	5.4527	-3.09106	0.500037	-0.0124512	0.5	6.93889e-18
21.634	2.64022	5.45217	-3.09132	0.500042	-0.0118164	0.5	6.93889e-18
21.655	2.62973	5.45164	-3.09157	0.499911	-0.0124532	0.5	6.93889e-18
21.676	2.61925	5.45112	-3.09183	0.500041	-0.0125907	0.5	6.93889e-18
21.697	2.60876	5.4506	-3.09209	0.500013	-0.0120877	0.5	6.93889e-18
21.718	2.59827	5.45008	-3.09235	0.499946	-0.0121738	0.5	6.93889e-18
21.739	2.58779	5.44956	-3.0926	0.500052	-0.0125943	0.5	6.93889e-18
21.76	2.5773	5.44905	-3.09287	0.499999	-0.0126716	0.5	6.93889e-18
21.781	2.56681	5.44854	-3.09313	0.49998	-0.0119002	0.5	6.93889e-18
21.8	2.55632	5.44803	-3.09339	0.500003	-0.0124907	0.5	6.93889e-18
21.822	2.54584	5.44753	-3.09365	0.499987	-0.0128288	0.5	6.93889e-18
21.843	2.53535	5.44702	-3.09391	0.500029	-0.0119725	0.5	6.93889e-18
21.861	2.52486	5.44653	-3.09416	0.499962	-0.0120138	0.5	6.93889e-18
21.885	2.51437	5.44603	-3.09443	0.500046	-0.0128264	0.5	6.93889e-18
21.907	2.50388	5.44553	-3.09469	0.499973	-0.0121756	0.5	6.93889e-18
21.927	2.49339	5.44504	-3.09494	0.499987	-0.0121036	0.5	6.93889e-18
21.949	2.48291	5.44456	-3.0952	0.500099	-0.0125201	0.5	6.93889e-18
21.97	2.47242	5.44407	-3.09546	0.499903	-0.0124425	0.5	6.93889e-18
21.991	2.46193	5.44359	-3.09572	0.500023	-0.0120821	0.5	6.93889e-18
22.012	2.45144	5.44311	-3.09598	0.500083	-0.0122876	0.5	6.93889e-18
22.033	2.44095	5.44263	-3.09624	0.499887	-0.0126122	0.5	6.93889e-18
22.054	2.43046	5.44215	-3.0965	0.500056	-0.0123842	0.5	6.93889e-18
22.075	2.41997	5.44168	-3.09676	0.500061	-0.0127081	0.5	6.93889e-18
22.096	2.40948	5.44121	-3.09702	0.499889	-0.0123162	0.5	6.93889e-18
22.117	2.39899	5.44075	-3.09728	0.500124	-0.0124069	0.5	6.93889e-18
22.138	2.3885	5.44028	-3.09754	0.49996	-0.0123886	0.5	6.93889e-18
22.159	2.37801	5.43982	-3.0978	0.499935	-0.0122394	0.5	6.93889e-18
22.18	2.36752	5.43936	-3.09806	0.500153	-0.0125126	0.5	6.93889e-18
22.2	2.35703	5.43891	-3.09832	0.499932	-0.01249	0.5	6.93889e-18
22.222	2.34654	5.43845	-3.09858	0.499976	-0.0118656	0.5	6.93889e-18
22.243	2.33605	5.438	-3.09883	0.500076	-0.0124368	0.5	6.93889e-18
22.264	2.32556	5.43756	-3.0991	0.499957	-0.0126257	0.5	6.93889e-18
22.285	2.31507	5.43711	-3.09936	0.500008	-0.012101	0.5	6.93889e-18
22.306	2.30458	5.43667	-3.09961	0.500016	-0.0121746	0.5	6.93889e-18
22.327	2.29409	5.43623	-3.09987	0.499954	-0.0126741	0.5	6.93889e-18
22.348	2.2836	5.43579	-3.10014	0.500015	-0.0123251	0.5	6.93889e-18
22.368	2.27311	5.43536	-3.10039	0.499986	-0.0118981	0.5	6.93889e-18
22.39	2.26262	5.43493	-3.10065	0.500007	-0.0127916	0.5	6.93889e-18
22.411	2.25212	5.4345	-3.10091	0.499958	-0.0122355	0.5	6.93889e-18
22.432	2.24163	5.43407	-3.10116	0.500038	-0.0120389	0.5	6.93889e-18
22.452	2.23114	5.43365	-3.10143	0.500024	-0.0126548	0.5	6.93889e-18
22.474	2.22065	5.43323	-3.10169	0.499931	-0.0124967	0.5	6.93889e-18
22.495	2.21016	5.43281	-3.10194	0.500072	-0.0120626	0.5	6.93889e-18
22.516	2.19967	5.4324	-3.1022	0.499976	-0.0125657	0.5	6.93889e-18
22.537	2.18918	5.43199	-3.10246	0.499924	-0.0122186	0.5	6.93889e-18
22.558	2.17868	5.43158	-3.10272	0.500102	-0.0122699	0.5	6.93889e-18
22.579	2.16819	5.43117	-3.10298	0.49998	-0.0124619	0.5	6.93889e-18
22.599	2.1577	5.43077	-3.10324	0.499929	-0.0122915	0.5	6.93889e-18
22.621	2.14721	5.43037	-3.1035	0.500175	-0.0123573	0.5	6.93889e-18
22.642	2.13671	5.42997	-3.10376	0.499893	-0.0122936	0.5	6.93889e-18
22.661	2.12572	5.42955	-3.10403	0.500048	-0.0123648	0.5	6.93889e-18
22.685	2.11523	5.42916	-3.10429	0.500083	-0.0124785	0.5	6.93889e-18
22.706	2.10474	5.42877	-3.10455	0.499883	-0.012442	0.5	6.93889e-18
22.727	2.09424	5.42838	-3.10481	0.500061	-0.0122459	0.5	6.93889e-18
22.748	2.08375	5.428	-3.10507	0.500032	-0.0125851	0.5	6.93889e-18
22.769	2.07326	5.42761	-3.10533	0.499919	-0.0125446	0.5	6.93889e-18
22.79	2.06276	5.42723	-3.10559	0.500116	-0.0118349	0.5	6.93889e-18
22.811	2.05227	5.42686	-3.10585	0.499982	-0.0124742	0.5	6.93889e-18
22.832	2.04178	5.42648	-3.10611	0.499966	-0.0127132	0.5	6.93889e-18
22.853	2.03128	5.42611	-3.10637	0.500059	-0.0119443	0.5	6.93889e-18
22.874	2.02079	5.42574	-3.10662	0.499958	-0.0118192	0.5	6.93889e-18
22.895	2.0103	5.42538	-3.10688	0.500018	-0.0127492	0.5	6.93889e-18
22.916	1.9998	5.42502	-3.10713	0.499956	-0.0119777	0.5	6.93889e-18
22.937	1.98931	5.42465	-3.10739	0.500022	-0.0123817	0.5	6.93889e-18
22.958	1.97882	5.4243	-3.10766	0.499992	-0.0127953	0.5	6.93889e-18
22.979	1.96832	5.42394	-3.10792	0.49998	-0.0121922	0.5	6.93889e-18
23	1.95783	5.42359	-3.10817	0.500079	-0.0120164	0.5	6.93889e-18
23.02	1.94733	5.42324	-3.10844	0.499931	-0.0123243	0.5	6.93889e-18
23.042	1.93684	5.42289	-3.1087	0.500004	-0.0121259	0.5	6.93889e-18
23.06	1.92634	5.42255	-3.10895	0.500068	-0.0122993	0.5	6.93889e-18
23.084	1.91585	5.42221	-3.10921	0.499912	-0.0125665	0.5	6.93889e-18
23.105	1.90536	5.42187	-3.10947	0.500026	-0.0122428	0.5	6.93889e-18
23.126	1.89486	5.42153	-3.10973	0.500054	-0.0122944	0.5	6.93889e-18
23.147	1.88437	5.4212	-3.10999	0.499885	-0.0127254	0.5	6.93889e-18
23.168	1.87387	5.42087	-3.11026	0.500099	-0.0122881	0.5	6.93889e-18
23.189	1.86338	5.42054	-3.11051	0.500018	-0.0124142	0.5	6.93889e-18
23.21	1.85288	5.42022	-3.11078	0.499917	-0.0124095	0.5	6.93889e-18
23.231	1.84239	5.4199	-3.11103	0.500135	-0.0122826	0.5	6.93889e-18
23.252	1.83189	5.41958	-3.1113	0.499955	-0.0125338	0.5	6.93889e-18
23.273	1.8214	5.41926	-3.11156	0.499962	-0.0125134	0.5	6.93889e-18
23.294	1.8109	5.41894	-3.11181	0.500108	-0.0117903	0.5	6.93889e-18
23.315	1.80041	5.41863	-3.11207	0.499929	-0.0124498	0.5	6.93889e-18
23.336	1.78991	5.41832	-3.11233	0.500012	-0.0126538	0.5	6.93889e-18
23.357	1.77941	5.41802	-3.11259	0.500058	-0.0119993	0.5	6.93889e-18
23.378	1.76892	5.41772	-3.11284	0.499919	-0.0121442	0.5	6.93889e-18
