t	x	y	theta	v	omega	v	omega
10.056	2.23331	1.61297	-3.08228	0.500289	0.61672	0.5	0.628
10.077	2.22283	1.61229	-3.06936	0.499931	0.6147	0.5	0.628
10.098	2.21236	1.61146	-3.05643	0.499952	0.615843	0.5	0.628
10.119	2.2019	1.61051	-3.04349	0.499889	0.616663	0.5	0.628
10.14	2.19146	1.60941	-3.03057	0.499992	0.614312	0.5	0.628
10.161	2.18103	1.60819	-3.01764	0.499905	0.616127	0.5	0.628
10.182	2.17062	1.60682	-3.0047	0.499976	0.616302	0.5	0.628
10.203	2.16023	1.60533	-2.9918	0.499978	0.614137	0.5	0.628
10.224	2.14986	1.6037	-2.97887	0.499919	0.616093	0.5	0.628
10.245	2.13951	1.60193	-2.96592	0.500011	0.61632	0.5	0.628
10.266	2.12918	1.60003	-2.953	0.499852	0.615238	0.5	0.628
10.287	2.11888	1.598	-2.94007	0.500403	0.615897	0.5	0.628
10.3	2.1086	1.59584	-2.92713	0.499883	0.615474	0.5	0.628
10.33	2.09787	1.59343	-2.91359	0.500004	0.615867	0.5	0.628
10.352	2.08717	1.59087	-2.90005	0.499894	0.614703	0.5	0.628
10.374	2.07651	1.58817	-2.88652	0.499999	0.615804	0.5	0.628
10.396	2.06588	1.58533	-2.87297	0.499892	0.61575	0.5	0.628
10.418	2.0553	1.58234	-2.85944	0.499984	0.614568	0.5	0.628
10.439	2.04475	1.57921	-2.8459	0.49991	0.615594	0.5	0.628
10.463	2.03378	1.57578	-2.83174	0.499976	0.615618	0.5	0.628
10.486	2.02285	1.5722	-2.81762	0.499843	0.614025	0.5	0.628
10.508	2.01197	1.56847	-2.80345	0.500051	0.615559	0.5	0.628
10.532	2.00115	1.56458	-2.7893	0.499833	0.615436	0.5	0.628
10.554	1.98991	1.56036	-2.77453	0.500132	0.615585	0.5	0.628
10.58	1.97875	1.55597	-2.75975	0.499915	0.615374	0.5	0.628
10.604	1.96764	1.55142	-2.74498	0.499874	0.61589	0.5	0.628
10.629	1.95615	1.54651	-2.72959	0.500078	0.615245	0.5	0.628
10.654	1.94473	1.54142	-2.71421	0.499947	0.615498	0.5	0.628
10.679	1.93339	1.53615	-2.69882	0.499836	0.615343	0.5	0.628
10.704	1.92169	1.53049	-2.68283	0.500025	0.615057	0.5	0.628
10.73	1.91008	1.52465	-2.66683	0.50034	0.61516	0.5	0.628
10.758	1.89812	1.51838	-2.6502	0.499943	0.616311	0.5	0.628
10.786	1.88584	1.51167	-2.63296	0.499904	0.615516	0.5	0.628
10.814	1.87367	1.50475	-2.61574	0.499861	0.61652	0.5	0.628
10.843	1.86119	1.49737	-2.59787	0.499887	0.615428	0.5	0.628
10.873	1.84842	1.48949	-2.57942	0.499877	0.616635	0.5	0.628
10.905	1.83497	1.48084	-2.55972	0.49993	0.614999	0.5	0.628
10.938	1.82127	1.47163	-2.53941	0.500028	0.616959	0.5	0.628
10.973	1.80695	1.46157	-2.51787	0.500341	0.615662	0.5	0.628
11.009	1.79206	1.4506	-2.49507	0.500306	0.614541	0.5	0.628
11.05	1.77624	1.43836	-2.47045	0.499953	0.616733	0.5	0.628
11.095	1.75881	1.42413	-2.44275	0.499927	0.61616	0.5	0.628
11.149	1.73843	1.40643	-2.40954	0.499943	0.616309	0.5	0.628
11.235	1.70721	1.37687	-2.35661	0.499886	0.61436	0.5	0.628
11.335	1.67294	1.34047	-2.29507	0.499892	0.615756	0.5	0.628
11.435	1.64097	1.30203	-2.23351	0.500406	0.615603	0.5	0.628
11.537	1.61087	1.26088	-2.17072	0.500372	0.615573	0.5	0.628
11.637	1.58391	1.21878	-2.10917	0.499916	0.616473	0.5	0.628
11.737	1.5596	1.1751	-2.04761	0.499867	0.614762	0.5	0.628
11.838	1.53782	1.12955	-1.98543	0.499981	0.61471	0.5	0.628
11.938	1.51908	1.0832	-1.92385	0.49991	0.615203	0.5	0.628
12.039	1.50309	1.03531	-1.86169	0.499909	0.616434	0.5	0.628
12.14	1.4901	0.986513	-1.79953	0.499931	0.615886	0.5	0.628
12.24	1.48026	0.9375	-1.73798	0.500093	0.615301	0.5	0.628
12.343	1.47329	0.886483	-1.67457	0.500427	0.615617	0.5	0.628
12.443	1.46962	0.836626	-1.61301	0.499945	0.615361	0.5	0.628
12.543	1.46904	0.786638	-1.55145	0.499835	0.615327	0.5	0.628
12.643	1.47153	0.736708	-1.48987	0.499975	0.616976	0.5	0.628
12.743	1.47708	0.687026	-1.42833	0.499957	0.615953	0.5	0.628
12.844	1.48579	0.63729	-1.36615	0.499937	0.614177	0.5	0.628
12.944	1.49743	0.588674	-1.30459	0.499975	0.614684	0.5	0.628
13.045	1.51221	0.540393	-1.24241	0.500084	0.616151	0.5	0.628
13.146	1.52996	0.493123	-1.18026	0.500007	0.615829	0.5	0.628
13.247	1.5506	0.447047	-1.11808	0.499894	0.615414	0.5	0.628
13.347	1.57383	0.402778	-1.05652	0.499852	0.61545	0.5	0.628
13.448	1.60001	0.359603	-0.994347	0.499995	0.61695	0.5	0.628
13.548	1.62852	0.31854	-0.932798	0.499971	0.616001	0.5	0.628
13.649	1.65983	0.278925	-0.8706	0.500286	0.614329	0.5	0.628
13.75	1.69354	0.241333	-0.808448	0.499961	0.614866	0.5	0.5966
13.85	1.72914	0.206241	-0.74795	0.500406	0.58437	0.5	0.5652
13.911	1.75186	0.185893	-0.712393	0.500039	0.569971	0.5	0.5338
13.96	1.77061	0.170129	-0.685156	0.499857	0.55302	0.5	0.5024
14.003	1.78742	0.156719	-0.661373	0.499923	0.552761	0.5	0.5024
14.042	1.80293	0.144901	-0.640644	0.50004	0.51603	0.5	0.5024
14.079	1.81786	0.133983	-0.621372	0.499862	0.521784	0.5	0.471
14.114	1.83218	0.123922	-0.603237	0.499886	0.507471	0.5	0.471
14.147	1.84584	0.11467	-0.586972	0.500059	0.489654	0.5	0.471
14.179	1.85923	0.10591	-0.571295	0.500101	0.490386	0.5	0.471
14.209	1.87233	0.0976248	-0.556113	0.499986	0.489528	0.5	0.4396
14.24	1.88512	0.089796	-0.541932	0.50003	0.453462	0.5	0.4396
14.269	1.89759	0.0823966	-0.528673	0.500006	0.459349	0.5	0.4396
14.298	1.91016	0.0751637	-0.515359	0.500016	0.458773	0.5	0.4082
14.326	1.92238	0.0683395	-0.502532	0.499964	0.457786	0.5	0.4082
14.354	1.93469	0.0616677	-0.49059	0.499986	0.425598	0.5	0.4082
14.381	1.94663	0.0553733	-0.479082	0.499933	0.426911	0.5	0.4082
14.407	1.95865	0.0492169	-0.467534	0.500013	0.427996	0.5	0.3768
14.434	1.97028	0.0434201	-0.456655	0.499939	0.38985	0.5	0.3768
14.46	1.98198	0.0377447	-0.446452	0.499942	0.395455	0.5	0.3768
14.485	1.99373	0.0321899	-0.436161	0.500001	0.395955	0.5	0.3768
14.511	2.00509	0.0269631	-0.426333	0.499975	0.381679	0.5	0.3454
14.536	2.01649	0.0218458	-0.41697	0.499874	0.359271	0.5	0.3454
14.561	2.02794	0.0168328	-0.407922	0.500059	0.364422	0.5	0.3454
14.586	2.03944	0.0119245	-0.398801	0.499949	0.365052	0.5	0.314
14.61	2.05052	0.00731105	-0.390091	0.499867	0.345415	0.5	0.314
14.634	2.06163	0.00279202	-0.381906	0.500098	0.328043	0.5	0.314
14.658	2.07278	-0.00163815	-0.37398	0.499857	0.333272	0.5	0.314
14.682	2.08397	-0.00597935	-0.365981	0.500306	0.333301	0.5	0.314
14.705	2.09519	-0.0102305	-0.357991	0.499923	0.332795	0.5	0.2826
14.728	2.10598	-0.0142219	-0.350592	0.500033	0.320644	0.5	0.2826
14.752	2.11679	-0.0181361	-0.343752	0.49996	0.3017	0.5	0.2826
14.775	2.12763	-0.021976	-0.336814	0.49996	0.301609	0.5	0.2512
14.798	2.1385	-0.0257404	-0.329868	0.50001	0.302469	0.5	0.2512
14.821	2.14939	-0.0294299	-0.323146	0.49994	0.2844	0.5	0.2512
14.844	2.1603	-0.0330485	-0.316907	0.500036	0.26425	0.5	0.2512
14.867	2.17124	-0.0366	-0.310695	0.499963	0.271344	0.5	0.2512
14.89	2.1822	-0.0400831	-0.304476	0.500159	0.269368	0.5	0.2198
14.911	2.19318	-0.0434982	-0.298345	0.49996	0.256358	0.5	0.2198
14.935	2.20371	-0.0467033	-0.292843	0.500117	0.233367	0.5	0.2198
14.957	2.21425	-0.0498528	-0.287665	0.500002	0.238258	0.5	0.2198
14.979	2.2248	-0.0529474	-0.282409	0.500119	0.239588	0.5	0.1884
15	2.23537	-0.055986	-0.277144	0.499958	0.239149	0.5	0.1884
15.023	2.24596	-0.0589701	-0.272156	0.500017	0.220924	0.5	0.1884
15.045	2.25656	-0.0619035	-0.267616	0.499932	0.202084	0.5	0.1884
15.067	2.26718	-0.0647894	-0.263057	0.500072	0.208036	0.5	0.157
15.089	2.2778	-0.0676267	-0.258506	0.499881	0.207438	0.5	0.157
15.111	2.28845	-0.0704154	-0.254	0.500064	0.188113	0.5	0.157
15.133	2.2991	-0.0731585	-0.249948	0.499886	0.170886	0.5	0.157
15.155	2.30976	-0.0758602	-0.24615	0.500016	0.176411	0.5	0.157
15.177	2.32043	-0.0785209	-0.24227	0.499985	0.176271	0.5	0.157
15.199	2.33112	-0.08114	-0.238398	0.499959	0.175746	0.5	0.1256
15.22	2.34181	-0.0837184	-0.23468	0.500046	0.164285	0.5	0.1256
15.243	2.35251	-0.0862589	-0.231446	0.499913	0.138919	0.5	0.1256
15.265	2.36322	-0.0887663	-0.228298	0.500159	0.144313	0.5	0.1256
15.287	2.37394	-0.0912395	-0.225106	0.499919	0.145258	0.5	0.0942
15.306	2.38467	-0.0936784	-0.221928	0.500037	0.14439	0.5	0.0942
15.331	2.3954	-0.0960856	-0.219234	0.500083	0.10839	0.5	0.0942
15.353	2.40614	-0.0984656	-0.216824	0.499994	0.113341	0.5	0.0942
15.374	2.4164	-0.100713	-0.214446	0.499972	0.113038	0.5	0.0942
15.395	2.42666	-0.102936	-0.21207	0.500011	0.113398	0.5	0.0628
15.416	2.43693	-0.105134	-0.209765	0.499956	0.103782	0.5	0.0628
15.432	2.4472	-0.107311	-0.207838	0.499998	0.0757964	0.5	0.0628
15.458	2.45747	-0.109469	-0.206184	0.500039	0.0819739	0.5	0.0628
15.479	2.46775	-0.11161	-0.204463	0.499898	0.0819105	0.5	0.0628
15.499	2.47804	-0.113734	-0.202742	0.500068	0.0820275	0.5	0.0314
15.521	2.48832	-0.11584	-0.201218	0.499967	0.0489768	0.5	0.0314
15.542	2.49861	-0.117933	-0.200197	0.499932	0.0478514	0.5	0.0314
15.563	2.5089	-0.120017	-0.199166	0.500082	0.051211	0.5	0.0314
15.584	2.5192	-0.122089	-0.198097	0.499922	0.0504877	0.5	1.38778e-17
15.605	2.52949	-0.12415	-0.197038	0.499948	0.0503273	0.5	1.38778e-17
15.626	2.53979	-0.126201	-0.196327	0.500147	0.0188969	0.5	1.38778e-17
15.647	2.55009	-0.128248	-0.195961	0.4999	0.0163583	0.5	1.38778e-17
15.668	2.56039	-0.13029	-0.195575	0.499994	0.0196323	0.5	1.38778e-17
15.689	2.57069	-0.132329	-0.195167	0.500064	0.0193017	0.5	1.38778e-17
15.71	2.58099	-0.134363	-0.19477	0.499878	0.0187402	0.5	1.38778e-17
15.731	2.59129	-0.136395	-0.194864	0.500048	-0.0117311	0.5	1.38778e-17
15.752	2.60159	-0.138429	-0.195165	0.500014	-0.0149469	0.5	1.38778e-17
15.773	2.61189	-0.140467	-0.195421	0.499948	-0.0117286	0.5	1.38778e-17
15.794	2.62219	-0.142507	-0.195686	0.500023	-0.0126969	0.5	1.38778e-17
15.815	2.63249	-0.14455	-0.195941	0.500003	-0.0121304	0.5	1.38778e-17
15.835	2.64279	-0.146596	-0.196193	0.50001	-0.0127638	0.5	1.38778e-17
15.857	2.65309	-0.148644	-0.19646	0.499942	-0.0123045	0.5	1.38778e-17
15.878	2.66339	-0.150694	-0.196717	0.500075	-0.0119972	0.5	1.38778e-17
15.898	2.67368	-0.152748	-0.196971	0.500019	-0.0124683	0.5	1.38778e-17
15.92	2.68398	-0.154804	-0.197235	0.499918	-0.0129544	0.5	1.38778e-17
15.941	2.69428	-0.156863	-0.197503	0.500117	-0.0121336	0.5	1.38778e-17
15.962	2.70457	-0.158925	-0.197758	0.499952	-0.0122421	0.5	1.38778e-17
15.983	2.71487	-0.160989	-0.198017	0.49994	-0.0124846	0.5	1.38778e-17
16.004	2.72516	-0.163056	-0.198277	0.500142	-0.0122663	0.5	1.38778e-17
16.025	2.73546	-0.165125	-0.198535	0.499909	-0.012306	0.5	1.38778e-17
16.046	2.74575	-0.167197	-0.198796	0.499977	-0.0124762	0.5	1.38778e-17
16.067	2.75604	-0.169272	-0.199056	0.50012	-0.0123452	0.5	1.38778e-17
16.087	2.76633	-0.17135	-0.199316	0.499898	-0.012418	0.5	1.38778e-17
16.109	2.77663	-0.17343	-0.199579	0.500019	-0.0125751	0.5	1.38778e-17
16.129	2.78692	-0.175513	-0.199832	0.500051	-0.0118385	0.5	1.38778e-17
16.151	2.79721	-0.177599	-0.200091	0.499936	-0.0124639	0.5	1.38778e-17
16.172	2.8075	-0.179687	-0.200356	0.50005	-0.0126802	0.5	1.38778e-17
16.193	2.81779	-0.181778	-0.200611	0.500002	-0.0120395	0.5	1.38778e-17
16.214	2.82808	-0.183872	-0.200869	0.499975	-0.0123259	0.5	1.38778e-17
16.235	2.83837	-0.185968	-0.201137	0.500001	-0.0127667	0.5	1.38778e-17
16.256	2.84865	-0.188067	-0.201393	0.500041	-0.0118879	0.5	1.38778e-17
16.277	2.85894	-0.190168	-0.201644	0.499986	-0.0126703	0.5	1.38778e-17
16.298	2.86923	-0.192273	-0.201909	0.499969	-0.0124079	0.5	1.38778e-17
16.319	2.87952	-0.19438	-0.202168	0.500067	-0.0120173	0.5	1.38778e-17
16.34	2.8898	-0.196489	-0.202421	0.499999	-0.0121869	0.5	1.38778e-17
16.361	2.90009	-0.198601	-0.20268	0.499942	-0.0125452	0.5	1.38778e-17
16.382	2.91037	-0.200716	-0.202941	0.500125	-0.0121947	0.5	1.38778e-17
16.403	2.92066	-0.202834	-0.203197	0.499939	-0.0122184	0.5	1.38778e-17
16.424	2.93094	-0.204954	-0.203459	0.49997	-0.0128503	0.5	1.38778e-17
16.445	2.94122	-0.207077	-0.203724	0.50016	-0.0123332	0.5	1.38778e-17
16.466	2.95151	-0.209203	-0.203983	0.499893	-0.0123195	0.5	1.38778e-17
16.487	2.96179	-0.211331	-0.204243	0.50001	-0.0124241	0.5	1.38778e-17
16.507	2.97207	-0.213462	-0.204502	0.50013	-0.0123061	0.5	1.38778e-17
16.529	2.98235	-0.215595	-0.204762	0.499884	-0.0124313	0.5	1.38778e-17
16.55	2.99263	-0.217732	-0.205025	0.500026	-0.0125328	0.5	1.38778e-17
16.571	3.00291	-0.219871	-0.205277	0.500099	-0.0118728	0.5	1.38778e-17
16.592	3.01319	-0.222012	-0.205536	0.499911	-0.0123999	0.5	1.38778e-17
16.611	3.02347	-0.224156	-0.205801	0.500058	-0.0126638	0.5	1.38778e-17
16.634	3.03375	-0.226303	-0.206054	0.500031	-0.0119618	0.5	1.38778e-17
16.655	3.04402	-0.228453	-0.206313	0.499947	-0.0123732	0.5	1.38778e-17
16.676	3.0543	-0.230605	-0.20658	0.50003	-0.0127434	0.5	1.38778e-17
16.696	3.06458	-0.23276	-0.206834	0.500033	-0.0119284	0.5	1.38778e-17
16.718	3.07485	-0.234918	-0.207086	0.499997	-0.0128058	0.5	1.38778e-17
16.739	3.08513	-0.237078	-0.207354	0.499958	-0.0123656	0.5	1.38778e-17
16.76	3.0954	-0.239241	-0.207612	0.500022	-0.0120323	0.5	1.38778e-17
16.781	3.10568	-0.241406	-0.207867	0.500002	-0.0124861	0.5	1.38778e-17
16.802	3.11595	-0.243574	-0.20813	0.499931	-0.0125448	0.5	1.38778e-17
16.823	3.12622	-0.245745	-0.208391	0.500075	-0.0122175	0.5	1.38778e-17
16.844	3.1365	-0.247919	-0.208647	0.499941	-0.0121229	0.5	1.38778e-17
16.865	3.14677	-0.250095	-0.208908	0.499959	-0.0128303	0.5	1.38778e-17
16.886	3.15704	-0.252274	-0.209173	0.500106	-0.0123785	0.5	1.38778e-17
16.907	3.16731	-0.254456	-0.209432	0.499911	-0.0123085	0.5	1.38778e-17
16.928	3.17758	-0.25664	-0.209691	0.49999	-0.0123524	0.5	1.38778e-17
16.949	3.18785	-0.258827	-0.20995	0.500085	-0.0123657	0.5	1.38778e-17
16.97	3.19812	-0.261016	-0.210211	0.499881	-0.0124579	0.5	1.38778e-17
16.991	3.20839	-0.263209	-0.210473	0.500035	-0.0124533	0.5	1.38778e-17
17.012	3.21866	-0.265404	-0.210725	0.500007	-0.0118296	0.5	1.38778e-17
17.033	3.22892	-0.267601	-0.210985	0.499912	-0.0125114	0.5	1.38778e-17
17.054	3.23919	-0.269801	-0.211248	0.500069	-0.01256	0.5	1.38778e-17
17.075	3.24946	-0.272004	-0.211502	0.499981	-0.0120124	0.5	1.38778e-17
17.095	3.25972	-0.27421	-0.211761	0.499948	-0.0123767	0.5	1.38778e-17
17.117	3.26999	-0.276418	-0.212026	0.500022	-0.0123062	0.5	1.38778e-17
17.138	3.28025	-0.278629	-0.212284	0.500013	-0.0118632	0.5	1.38778e-17
17.159	3.29052	-0.280842	-0.212535	0.500003	-0.0126855	0.5	1.38778e-17
17.18	3.30078	-0.283059	-0.212802	0.499976	-0.0127847	0.5	1.38778e-17
17.201	3.31104	-0.285277	-0.213067	0.500039	-0.0119677	0.5	1.38778e-17
17.222	3.32131	-0.287499	-0.213319	0.49999	-0.0121312	0.5	1.38778e-17
17.243	3.33157	-0.289723	-0.213579	0.499961	-0.0129401	0.5	1.38778e-17
17.264	3.34183	-0.29195	-0.213845	0.500088	-0.0121601	0.5	1.38778e-17
17.284	3.35209	-0.29418	-0.2141	0.499922	-0.0121548	0.5	1.38778e-17
17.306	3.36235	-0.296412	-0.214361	0.499987	-0.0127574	0.5	1.38778e-17
17.326	3.37261	-0.298647	-0.214625	0.500116	-0.0123473	0.5	1.38778e-17
17.347	3.38287	-0.300884	-0.214884	0.499895	-0.0123382	0.5	1.38778e-17
17.368	3.39313	-0.303124	-0.215142	0.500017	-0.0122702	0.5	1.38778e-17
17.389	3.40338	-0.305367	-0.215401	0.500056	-0.0123511	0.5	1.38778e-17
17.41	3.41364	-0.307613	-0.215661	0.499892	-0.0123978	0.5	1.38778e-17
17.432	3.4239	-0.309861	-0.215921	0.500049	-0.0123658	0.5	1.38778e-17
17.453	3.43415	-0.312112	-0.216173	0.50002	-0.0119063	0.5	1.38778e-17
17.474	3.44441	-0.314365	-0.216433	0.499897	-0.0124614	0.5	1.38778e-17
17.495	3.45466	-0.316621	-0.216695	0.500097	-0.0124792	0.5	1.38778e-17
17.516	3.46492	-0.31888	-0.21695	0.49999	-0.0121225	0.5	1.38778e-17
17.537	3.47517	-0.321142	-0.217206	0.499933	-0.0125779	0.5	1.38778e-17
17.558	3.48542	-0.323406	-0.217471	0.50005	-0.0126781	0.5	1.38778e-17
17.58	3.49616	-0.32578	-0.217746	0.499953	-0.0119011	0.5	1.38778e-17
17.602	3.5069	-0.328158	-0.218012	0.500062	-0.0125871	0.5	1.38778e-17
17.624	3.51764	-0.330539	-0.218291	0.499992	-0.0128068	0.5	1.38778e-17
17.646	3.52838	-0.332922	-0.218564	0.50002	-0.0119494	0.5	1.38778e-17
17.668	3.53912	-0.335309	-0.218828	0.499947	-0.012035	0.5	1.38778e-17
17.69	3.54986	-0.337698	-0.219105	0.50006	-0.0129134	0.5	1.38778e-17
17.712	3.56059	-0.34009	-0.219377	0.499914	-0.0121818	0.5	1.38778e-17
17.733	3.57133	-0.342486	-0.219643	0.500072	-0.0120541	0.5	1.38778e-17
17.756	3.58207	-0.344884	-0.219923	0.499953	-0.0127854	0.5	1.38778e-17
17.778	3.5928	-0.347285	-0.220194	0.499992	-0.0122713	0.5	1.38778e-17
17.8	3.60353	-0.349689	-0.220464	0.500046	-0.012225	0.5	1.38778e-17
17.822	3.61427	-0.352096	-0.220734	0.499911	-0.0124006	0.5	1.38778e-17
17.844	3.625	-0.354506	-0.221007	0.500143	-0.0124092	0.5	1.38778e-17
17.866	3.63573	-0.356918	-0.221279	0.499886	-0.0122836	0.5	1.38778e-17
17.887	3.64646	-0.359334	-0.221546	0.500055	-0.0120186	0.5	1.38778e-17
17.91	3.6572	-0.361752	-0.221816	0.49997	-0.01242	0.5	1.38778e-17
17.932	3.66793	-0.364174	-0.222089	0.499968	-0.0124089	0.5	1.38778e-17
17.954	3.67866	-0.366598	-0.222363	0.500107	-0.0125001	0.5	1.38778e-17
17.976	3.68938	-0.369025	-0.222631	0.499895	-0.0121556	0.5	1.38778e-17
17.998	3.70011	-0.371456	-0.222907	0.500068	-0.0126639	0.5	1.38778e-17
18.02	3.71084	-0.373889	-0.223182	0.499968	-0.0119249	0.5	1.38778e-17
18.042	3.72157	-0.376325	-0.223448	0.500024	-0.0124484	0.5	1.38778e-17
18.064	3.73229	-0.378764	-0.223725	0.500009	-0.0127875	0.5	1.38778e-17
18.086	3.74302	-0.381206	-0.223999	0.499978	-0.0120671	0.5	1.38778e-17
18.106	3.75423	-0.383762	-0.224273	0.499974	-0.0118367	0.5	1.38778e-17
18.131	3.76495	-0.386209	-0.22454	0.499991	-0.0124357	0.5	1.38778e-17
18.153	3.77568	-0.38866	-0.224807	0.499952	-0.0119741	0.5	1.38778e-17
18.175	3.7864	-0.391113	-0.225073	0.500037	-0.0120915	0.5	1.38778e-17
18.197	3.79712	-0.39357	-0.225354	0.499994	-0.0129617	0.5	1.38778e-17
18.219	3.80784	-0.396029	-0.225623	0.499984	-0.0121569	0.5	1.38778e-17
18.241	3.81857	-0.398491	-0.225892	0.500034	-0.0127946	0.5	1.38778e-17
18.263	3.82929	-0.400956	-0.226171	0.499921	-0.0123256	0.5	1.38778e-17
18.285	3.84001	-0.403425	-0.226442	0.500081	-0.0122453	0.5	1.38778e-17
18.306	3.85072	-0.405896	-0.226712	0.499897	-0.0122912	0.5	1.38778e-17
18.329	3.86144	-0.408369	-0.226983	0.500071	-0.0123654	0.5	1.38778e-17
18.351	3.87216	-0.410846	-0.227254	0.499948	-0.0122826	0.5	1.38778e-17
18.373	3.88288	-0.413326	-0.227526	0.49998	-0.0123883	0.5	1.38778e-17
18.395	3.89359	-0.415809	-0.227791	0.500069	-0.0119336	0.5	1.38778e-17
18.417	3.90431	-0.418294	-0.228061	0.49991	-0.012362	0.5	1.38778e-17
18.438	3.91502	-0.420783	-0.228336	0.500125	-0.0125027	0.5	1.38778e-17
18.461	3.92574	-0.423274	-0.228601	0.499933	-0.0122452	0.5	1.38778e-17
18.483	3.93645	-0.425768	-0.228872	0.500048	-0.0126482	0.5	1.38778e-17
18.505	3.94716	-0.428265	-0.229149	0.500034	-0.0118339	0.5	1.38778e-17
18.527	3.95788	-0.430765	-0.229411	0.499957	-0.0125593	0.5	1.38778e-17
18.549	3.96859	-0.433268	-0.229689	0.500008	-0.0127832	0.5	1.38778e-17
18.571	3.9793	-0.435774	-0.229965	0.499936	-0.0120202	0.5	1.38778e-17
18.593	3.99001	-0.438282	-0.230231	0.500016	-0.0122167	0.5	1.38778e-17
18.615	4.00072	-0.440794	-0.230507	0.500002	-0.0128807	0.5	1.38778e-17
18.636	4.01143	-0.443309	-0.23078	0.500001	-0.0121036	0.5	1.38778e-17
18.659	4.02213	-0.445826	-0.231045	0.499967	-0.0120112	0.5	1.38778e-17
18.681	4.03284	-0.448346	-0.231322	0.500047	-0.0127618	0.5	1.38778e-17
18.703	4.04355	-0.45087	-0.231595	0.499915	-0.0123429	0.45	1.38778e-17
18.724	4.05425	-0.453396	-0.231863	0.500097	-0.0122144	0.45	1.38778e-17
18.747	4.06496	-0.455925	-0.232133	0.499918	-0.012591	0.45	1.38778e-17
18.769	4.07566	-0.458457	-0.232408	0.500028	-0.0122477	0.4	1.38778e-17
18.79	4.08637	-0.460992	-0.232678	0.499993	-0.0122807	0.4	1.38778e-17
18.814	4.09708	-0.463532	-0.232958	0.455168	-0.0120918	0.4	1.38778e-17
18.838	4.10759	-0.466027	-0.233229	0.449896	-0.0106832	0.4	1.38778e-17
18.862	4.11811	-0.468527	-0.233478	0.4504	-0.0102857	0.35	1.38778e-17
18.886	4.12862	-0.471028	-0.233753	0.450344	-0.0111913	0.35	1.38778e-17
18.911	4.13914	-0.473534	-0.234052	0.405869	-0.0138851	0.35	1.38778e-17
18.938	4.14964	-0.476041	-0.23436	0.40005	-0.00910935	0.35	1.38778e-17
18.965	4.16016	-0.478553	-0.234609	0.401118	-0.0101217	0.35	1.38778e-17
18.992	4.17072	-0.481078	-0.234884	0.40026	-0.0103199	0.3	1.38778e-17
19.021	4.1812	-0.483587	-0.235202	0.351686	-0.0114325	0.3	1.38778e-17
19.052	4.19177	-0.486121	-0.235458	0.350189	-0.00772719	0.3	1.38778e-17
19.083	4.20233	-0.488656	-0.23572	0.350293	-0.00893887	0.25	1.38778e-17
19.115	4.21265	-0.491138	-0.236021	0.303202	-0.0106864	0.25	1.38778e-17
19.151	4.22315	-0.493664	-0.2363	0.300488	-0.00667617	0.25	1.38778e-17
19.187	4.23366	-0.496196	-0.236565	0.300298	-0.00756921	0.25	1.38778e-17
19.226	4.24398	-0.498687	-0.236887	0.248603	-0.0056278	0.2	1.38778e-17
19.269	4.25444	-0.501212	-0.237134	0.251399	-0.00693897	0.2	1.38778e-17
19.314	4.26488	-0.503736	-0.237442	0.205444	-0.00785254	0.15	1.38778e-17
19.367	4.27522	-0.506241	-0.237729	0.20032	-0.00479927	0.1	1.38778e-17
19.426	4.2856	-0.508757	-0.238052	0.148636	-0.00169313	0.1	1.38778e-17
19.497	4.29596	-0.511272	-0.238272	0.150283	-0.00419031	0.05	1.38778e-17
19.597	4.30595	-0.5137	-0.238626	0.100306	-0.00238909	1.38778e-17	1.38778e-17
19.698	4.31121	-0.51498	-0.238827	0.0503162	-0.00101828	1.38778e-17	1.38778e-17
19.798	4.31154	-0.515061	-0.23889	0.000295804	0.000592657	1.38778e-17	1.38778e-17
19.899	4.31157	-0.515068	-0.238885	0.000353728	-0.00022068	1.38778e-17	1.38778e-17
19.999	4.31152	-0.515057	-0.238867	0.000324496	-0.00121871	1.38778e-17	1.38778e-17
20.1	4.31152	-0.515057	-0.238867	-0.000216143	0.000144955	1.38778e-17	1.38778e-17
20.203	4.31152	-0.515057	-0.238869	-4.96265e-05	-1.8437e-05	1.38778e-17	1.38778e-17
20.303	4.31152	-0.515057	-0.238867	-6.36338e-05	-0.000118756	1.38778e-17	1.38778e-17
20.403	4.31152	-0.515057	-0.238858	4.99563e-05	0.000190075	1.38778e-17	1.38778e-17
20.503	4.31152	-0.515057	-0.238857	-1.41214e-05	-0.000178268	1.38778e-17	1.38778e-17
20.603	4.31152	-0.515057	-0.238857	-7.08044e-05	0.0002065	1.38778e-17	1.38778e-17
20.704	4.31152	-0.515057	-0.238848	5.5024e-05	0.000127166	1.38778e-17	1.38778e-17
20.804	4.31152	-0.515057	-0.238853	-7.46798e-05	2.16052e-05	1.38778e-17	1.38778e-17
20.905	4.31152	-0.515057	-0.238857	6.58299e-05	-0.00012969	1.38778e-17	1.38778e-17
21.005	4.31152	-0.515057	-0.238839	-6.67992e-05	0.000248974	1.38778e-17	1.38778e-17
21.106	4.31152	-0.515057	-0.238835	-1.57141e-05	1.89074e-06	1.38778e-17	1.38778e-17
21.207	4.31152	-0.515057	-0.238827	9.84887e-06	-0.000522507	1.38778e-17	1.38778e-17
21.307	4.31152	-0.515057	-0.238834	5.00269e-06	0.000131494	1.38778e-17	1.38778e-17
